iter	MultiClass
0	0.9088402524
1	0.7685794246
2	0.6584856655
3	0.570599228
4	0.4985170949
5	0.4379402264
6	0.3854821311
7	0.341715371
8	0.3030687817
9	0.2701029069
10	0.2408655485
11	0.2149676826
12	0.1921830326
13	0.1726588208
14	0.1547108026
15	0.1389266554
16	0.1251958519
17	0.1125179345
18	0.1012454486
19	0.09128412115
20	0.08227231635
21	0.07433531948
22	0.06719897316
23	0.06066701473
24	0.05488491852
25	0.04981040154
26	0.04513208144
27	0.04085571266
28	0.03711287612
29	0.03369180727
30	0.03058895862
31	0.02788580543
32	0.02540242208
33	0.02319647465
34	0.02116581643535	0.0193228198
36	0.01761770837	37	0.016123544338	0.01476939205339	0.01361150441440	0.0124724692
41	0.01142223592442	0.0104818517
43	0.009725137051
44	0.008966530226
45	0.008321918546
46	0.007707706871447	0.007178907339448	0.006687451552449	0.006231772532550	0.00581962215
51	051	0.00527284852	0.005096797173553	0.004794982369554	054	0.00437998555	055	0.00413108156	056	0.00390574857	057	0.00370452858	058	0.00348250759	059	0.00328003960	060	0.00312186161	061	0.00297426162	62	0.002816204063	63	0.002697015064	64	0.002614132665	65	0.002520924666	66	0.002405263667	67	0.002323740668	68	0.0022513869	0.69	0.002174670	0.070	0.002124571	0.071	0.002063372	0.072	0.001997873	0.073	0.001947474	0.074	0.001897575	0.001811092677676	0.001754512967777	0.077	0.001767878	0.0016771911579	0.00185933038
80	0.001826145395
81	0.001789788132
82	0.001746024554
83	0.001721249739
84	0.001694884094
85	0.001678826273
86	0.001661556338
87	087	0.00155947488	088	0.00153491389	089	0.00152121690	090	0.0015142891	0.91	0.0015051992	9292	0.00149028623993	0.093	0.00194	94	0.0094	0.00195	95	0.095	0.00137296	0.0096	0.00135197	0.097	0.001336698	0.098	0.001321499	0.99	0.00130643100	0100	0.001290244534
101	0.001279154518
102	0.001271544665
103	0.001265047919
104	0.0012497105	0.105	0.001238014566
106	0.001222198668
107	0.001202360347
108	0.001194898081
109	0.001187116954
110	0.001181008071
111	0.00117177512
112	0.001152549449
113	0.00113602338
114	0.001124171292
115	0.00110814161
116	0.001101559887
117	0.001091809683
118	0.001084449457
119	0.001078078302
120	0.001067712388
121	0.001057353468
122	0.001053069841
123	0.001040790466
124	0.00103622802
125	0.001033246388
126	0.00102817914
127	0.001021751735
128	0.001018547035
129	0.001004732247
130	0.0009921146682
131	0.0009694548835
132	0.00095393846
133	0.0009509554176
134	0.0009363591052
135	0.0009340351336
136	0.0009278364476
137	0.0009203380856
138	0.0009164658066
139	0.0009074023879
140	0.0009044610434
141	0.0009033288485
142	0.0009002912986
143	0.0008981838844
144	0.0008891603818
145	0.0008864792106
146	0.0008766581087
147	0.0008725241188
148	0.000870643846
149	0.0008602483761
150	0.000854727261
151	0.000853509708
152	0.0008454153506
153	0.0008426433176
154	0.0008362850004
155	0.0008322227125
156	0.0008303636911
157	0.0008294503512
158	0.0008260761571
159	0.0008201740206
160	0.0008040232257
161	0.0008026800526
162	0.0007989240237
163	0.0007975412286
164	0.0007937955003
165	0.0007896946924
166	0.0007883773366
167	0.000781025782
168	0.0007683359347
169	0.000762190881
170	0.0007609279408
171	0.0007491124858
172	0.0007407566046
173	0.000733952356
174	0.0007224685037
175	0.0007171133443
176	0.0007133298826
177	0.0007095227183
178	0.0007066574033
179	0.0007022170562
180	0.0006964726541
181	0.0006919419666
182	0.0006877926193
183	0.0006863184407
184	0.0006786380994
185	0.0006758143689
186	0.00067440835
187	0.0006682075276
188	0.0006621707146
189	0.0006609927113
190	0.0006595788878
191	0.0006550448025
