CPI,CPI_Lag1,Total stock_Lag2
73.8,73.558338746548,1071515.31396349
73.8,73.8,1070994.8887554
73.8,73.8,1070476.55905265
73.5504540454894,73.8,1070476.55905265
73.5465293218714,73.5504540454894,1070476.55905265
73.5426163495275,73.5465293218714,1069960.32485523
73.5387151284578,73.5426163495275,1069446.18616313
73.5348256586623,73.5387151284578,1068934.14297637
73.5348256586623,73.5348256586623,1068424.19529494
73.5348256586623,73.5348256586623,1067916.34311883
73.5309479401409,73.5348256586623,1067916.34311883
73.5270819728936,73.5309479401409,1067916.34311883
73.5232277569205,73.5270819728936,1067410.58644806
73.5193852922216,73.5232277569205,1066906.92528262
73.5155545787968,73.5193852922216,1066405.3596225
73.5155545787968,73.5155545787968,1065905.88946772
73.5155545787968,73.5155545787968,1065408.51481827
73.5117356166462,73.5155545787968,1065408.51481827
73.5079284057698,73.5117356166462,1065408.51481827
73.5041329461675,73.5079284057698,1064913.23567414
73.5003492378394,73.5041329461675,1064420.05203535
73.4965772807854,73.5003492378394,1063928.96390189
73.4965772807854,73.4965772807854,1063439.97127375
73.4965772807854,73.4965772807854,1062953.07415095
73.4928170750056,73.4965772807854,1062953.07415095
73.4890686204999,73.4928170750056,1062953.07415095
73.4853319172684,73.4890686204999,1062468.27253348
73.481606965311,73.4853319172684,1061985.56642133
73.4778937646279,73.481606965311,1061504.95581452
73.4778937646279,73.4778937646279,1061026.44071304
73.4778937646279,73.4778937646279,1060550.02111688
73.9,73.4778937646279,1060550.02111688
73.470502617084,73.9,1060550.02111688
73.4668246702233,73.470502617084,1060075.69702606
73.4631584746367,73.4668246702233,1059603.46844057
73.4595040303243,73.4631584746367,1059133.3353604
73.4595040303243,73.4595040303243,1058665.29778557
73.4595040303243,73.4595040303243,1058199.35571607
73.4558613372861,73.4595040303243,1058199.35571607
73.452230395522,73.4558613372861,1058199.35571607
73.4486112050321,73.452230395522,1057735.50915189
73.4450037658163,73.4486112050321,1057273.75809305
73.4414080778747,73.4450037658163,1056814.10253954
73.4414080778747,73.4414080778747,1056356.54249135
73.4414080778747,73.4414080778747,1055901.0779485
73.4378241412072,73.4414080778747,1055901.0779485
73.4342519558139,73.4378241412072,1055901.0779485
73.4306915216948,73.4342519558139,1055447.70891098
73.4271428388498,73.4306915216948,1054996.43537878
73.4271428388498,73.4271428388498,1054547.25735192
73.4271428388498,73.4271428388498,1054100.17483039
73.4271428388498,73.4271428388498,1054100.17483039
73.4271428388498,73.4271428388498,1054100.17483039
73.423605907279,73.4271428388498,1054100.17483039
73.4200807269823,73.423605907279,1054100.17483039
73.4165672979598,73.4200807269823,1053655.18781418
73.4130656202115,73.4165672979598,1053212.29630331
73.4130656202115,73.4130656202115,1052771.50029777
73.4130656202115,73.4130656202115,1052332.79979755
73.4095756937373,73.4130656202115,1052332.79979755
73.4060975185373,73.4095756937373,1052332.79979755
73.9,73.4060975185373,1051896.19480267
73.9,73.9,1051461.68531312
73.3991764219597,73.9,1051029.27132889
73.3991764219597,73.3991764219597,1051029.27132889
73.3991764219597,73.3991764219597,1050598.95285
73.3957335005822,73.3991764219597,1050598.95285
73.3923023304788,73.3957335005822,1050598.95285
73.3888829116495,73.3923023304788,1050170.72987643
73.3888829116495,73.3888829116495,1049744.6024082
73.3854752440944,73.3888829116495,1049320.5704453
73.3854752440944,73.3854752440944,1049320.5704453
73.3854752440944,73.3854752440944,1048898.63398772
73.3820793278135,73.3854752440944,1048898.63398772
73.3786951628067,73.3820793278135,1048898.63398772
73.3753227490741,73.3786951628067,1048478.79303548
73.3719620866157,73.3753227490741,1048061.04758857
73.3686131754314,73.3719620866157,1047645.39764698
73.3686131754314,73.3686131754314,1047231.84321073
73.3686131754314,73.3686131754314,1046820.38427981
73.3652760155213,73.3686131754314,1046820.38427981
73.3619506068853,73.3652760155213,1046820.38427981
73.3586369495235,73.3619506068853,1046411.02085421
73.3553350434358,73.3586369495235,1046003.75293395
73.3520448886223,73.3553350434358,1045598.58051902
73.3520448886223,73.3520448886223,1045195.50360941
73.3520448886223,73.3520448886223,1044794.52220514
73.348766485083,73.3520448886223,1044794.52220514
73.3454998328178,73.348766485083,1044794.52220514
73.3422449318267,73.3454998328178,1044395.6363062
73.3390017821099,73.3422449318267,1043998.84591258
73.3357703836672,73.3390017821099,1043604.1510243
73.1,73.3357703836672,1043211.55164135
73.1,73.1,1042821.04776372
73.3293428406042,73.1,1042432.63939143
73.326146695984,73.3293428406042,1042432.63939143
73.326146695984,73.326146695984,1042046.32652447
73.3229623026379,73.326146695984,1041662.10916283
73.319789660566,73.3229623026379,1041662.10916283
73.319789660566,73.319789660566,1041279.98730653
73.319789660566,73.319789660566,1040899.96095555
73.3166287697682,73.319789660566,1040899.96095555
73.3134796302446,73.3166287697682,1040899.96095555
73.3103422419952,73.3134796302446,1040522.03010991
73.3072166050199,73.3103422419952,1040146.1947696
73.3041027193187,73.3072166050199,1039772.45493461
73.3041027193187,73.3041027193187,1039400.81060496
73.3041027193187,73.3041027193187,1039031.26178064
73.3010005848918,73.3041027193187,1039031.26178064
73.297910201739,73.3010005848918,1039031.26178064
73.2948315698603,73.297910201739,1038663.80846164
73.2917646892558,73.2948315698603,1038298.45064798
73.2887095599255,73.2917646892558,1037935.18833965
73.2887095599255,73.2887095599255,1037574.02153664
73.2887095599255,73.2887095599255,1037214.95023897
73.2856661818693,73.2887095599255,1037214.95023897
73.2826345550872,73.2856661818693,1037214.95023897
73.2796146795794,73.2826345550872,1036857.97444663
73.2766065553457,73.2796146795794,1036503.09415961
73.2736101823861,73.2766065553457,1036150.30937793
73.2736101823861,73.2736101823861,1035799.62010158
73.2736101823861,73.2736101823861,1035451.02633055
72.5,73.2736101823861,1035451.02633055
72.5,72.5,1035451.02633055
73.2676526902895,72.5,1035104.52806486
73.2646915711524,73.2676526902895,1035104.52806486
73.2617422032895,73.2646915711524,1034760.12530449
73.2617422032895,73.2617422032895,1034417.81804946
73.2617422032895,73.2617422032895,1034077.60629976
73.2588045867007,73.2617422032895,1034077.60629976
73.2558787213861,73.2588045867007,1034077.60629976
73.2529646073457,73.2558787213861,1033739.49005538
73.2500622445794,73.2529646073457,1033403.46931634
73.2471716330872,73.2500622445794,1033069.54408263
73.2471716330872,73.2471716330872,1032737.71435424
73.2471716330872,73.2471716330872,1032407.98013119
73.2442927728693,73.2471716330872,1032407.98013119
73.2414256639254,73.2442927728693,1032407.98013119
73.2385703062558,73.2414256639254,1032080.34141347
73.2357266998603,73.2385703062558,1031754.79820107
73.2328948447389,73.2357266998603,1031431.35049401
73.2328948447389,73.2328948447389,1031109.99829228
73.2328948447389,73.2328948447389,1030790.74159587
73.2300747408918,73.2328948447389,1030790.74159587
73.2272663883187,73.2300747408918,1030790.74159587
73.2244697870199,73.2272663883187,1030473.5804048
73.2216849369951,73.2244697870199,1030158.51471905
73.2189118382446,73.2216849369951,1029845.54453864
73.2189118382446,73.2189118382446,1029534.66986356
73.2189118382446,73.2189118382446,1029225.8906938
73.2161504907682,73.2189118382446,1029225.8906938
73.213400894566,73.2161504907682,1029225.8906938
73.2106630496379,73.213400894566,1028919.20702938
71.8,73.2106630496379,1028614.61887029
73.2052226136042,71.8,1028312.12621652
73.2052226136042,73.2052226136042,1028011.72906809
73.2052226136042,73.2052226136042,1027713.42742499
73.2025200224986,73.2052226136042,1027713.42742499
73.1998291826671,73.2025200224986,1027713.42742499
73.1971500941099,73.1998291826671,1027417.22128721
73.1944827568267,73.1971500941099,1027123.11065477
73.1918271708178,73.1944827568267,1026831.09552765
73.1918271708178,73.1918271708178,1026541.17590587
73.1918271708178,73.1918271708178,1026253.35178942
73.1891833360829,73.1918271708178,1026253.35178942
73.1865512526223,73.1891833360829,1026253.35178942
73.1839309204358,73.1865512526223,1025967.62317829
73.1813223395234,73.1839309204358,1025683.9900725
73.1787255098853,73.1813223395234,1025402.45247204
73.1787255098853,73.1787255098853,1025123.0103769
73.1787255098853,73.1787255098853,1024845.6637871
73.1761404315212,73.1787255098853,1024845.6637871
73.1735671044314,73.1761404315212,1024845.6637871
73.1710055286157,73.1735671044314,1024570.41270263
73.1684557040741,73.1710055286157,1024297.25712348
73.1659176308067,73.1684557040741,1024026.19704967
73.1659176308067,73.1659176308067,1023757.23248118
73.1659176308067,73.1659176308067,1023490.36341803
73.1633913088135,73.1659176308067,1023490.36341803
73.1608767380944,73.1633913088135,1023490.36341803
73.1583739186495,73.1608767380944,1023225.58986021
73.1558828504787,73.1583739186495,1022962.91180771
73.1534035335821,73.1558828504787,1022702.32926055
73.1534035335821,73.1534035335821,1022443.84221872
71.7,73.1534035335821,1022187.45068221
73.1484801536114,71.7,1022187.45068221
73.1460360905373,73.1484801536114,1021933.15465104
73.1436037787373,73.1460360905373,1021680.9541252
73.1411832182115,73.1436037787373,1021430.84910468
73.1387744089598,73.1411832182115,1021182.8395895
73.1387744089598,73.1387744089598,1020936.92557964
73.1387744089598,73.1387744089598,1020693.10707512
73.1363773509823,73.1387744089598,1020693.10707512
73.133992044279,73.1363773509823,1020693.10707512
73.1316184888498,73.133992044279,1020451.38407593
73.1292566846948,73.1316184888498,1020211.75658206
73.1292566846948,73.1292566846948,1019974.22459353
73.1292566846948,73.1292566846948,1019738.78811033
73.1292566846948,73.1292566846948,1019738.78811033
73.1269066318139,73.1292566846948,1019738.78811033
73.1245683302072,73.1269066318139,1019738.78811033
73.1222417798746,73.1245683302072,1019505.44713245
73.1199269808162,73.1222417798746,1019274.20165991
73.117623933032,73.1199269808162,1019045.0516927
73.117623933032,73.117623933032,1018817.99723081
73.117623933032,73.117623933032,1018593.03827426
73.1153326365219,73.117623933032,1018593.03827426
73.113053091286,73.1153326365219,1018593.03827426
73.1107852973242,73.113053091286,1018370.17482303
73.1085292546366,73.1107852973242,1018149.40687714
73.1062849632232,73.1085292546366,1017930.73443658
73.1062849632232,73.1062849632232,1017714.15750134
73.1062849632232,73.1062849632232,1017499.67607144
73.1040524230839,73.1062849632232,1017499.67607144
71.9,73.1040524230839,1017499.67607144
71.9,71.9,1017287.29014687
73.0996225966278,71.9,1017076.99972762
73.097425310311,73.0996225966278,1017076.99972762
73.097425310311,73.097425310311,1016868.80481371
73.097425310311,73.097425310311,1016662.70540512
73.0952397752683,73.097425310311,1016662.70540512
73.0930659914999,73.0952397752683,1016662.70540512
73.0909039590055,73.0930659914999,1016458.70150187
73.0887536777853,73.0909039590055,1016256.79310395
73.0866151478393,73.0887536777853,1016056.98021135
73.0866151478393,73.0866151478393,1015859.26282409
73.0866151478393,73.0866151478393,1015663.64094216
73.0844883691674,73.0866151478393,1015663.64094216
73.0823733417697,73.0844883691674,1015663.64094216
73.0802700656462,73.0823733417697,1015470.11456555
73.0781785407968,73.0802700656462,1015278.68369428
73.0760987672216,73.0781785407968,1015089.34832833
73.0760987672216,73.0760987672216,1014902.10846772
73.0760987672216,73.0760987672216,1014716.96411244
73.0740307449205,73.0760987672216,1014716.96411244
73.0719744738936,73.0740307449205,1014716.96411244
73.0699299541408,73.0719744738936,1014533.91526248
73.0678971856622,73.0699299541408,1014352.96191786
73.0658761684578,73.0678971856622,1014174.10407857
73.0658761684578,73.0658761684578,1013997.3417446
73.0658761684578,73.0658761684578,1013822.67491597
73.0638669025275,73.0658761684578,1013822.67491597
73.0618693878713,73.0638669025275,1013822.67491597
73.0598836244894,73.0618693878713,1013650.10359266
73.0579096123816,73.0598836244894,1013479.62777469
72.3,73.0579096123816,1013311.24746205
72.3,72.3,1013144.96265473
72.3,72.3,1012980.77335275
73.0539968419884,72.3,1012980.77335275
73.0520580837031,73.0539968419884,1012980.77335275
73.0501310766919,73.0520580837031,1012818.6795561
73.0482158209549,73.0501310766919,1012658.68126477
73.046312316492,73.0482158209549,1012500.77847878
73.046312316492,73.046312316492,1012344.97119811
73.046312316492,73.046312316492,1012191.25942278
73.0444205633033,73.046312316492,1012191.25942278
73.0425405613887,73.0444205633033,1012191.25942278
73.0406723107483,73.0425405613887,1012039.64315278
73.0388158113821,73.0406723107483,1011890.1223881
73.03697106329,73.0388158113821,1011742.69712876
73.03697106329,73.03697106329,1011597.36737475
73.03697106329,73.03697106329,1011454.13312606
73.0351380664721,73.03697106329,1011454.13312606
73.0333168209284,73.0351380664721,1011454.13312606
73.0315073266588,73.0333168209284,1011312.99438271
73.0297095836633,73.0315073266588,1011173.95114468
73.027923591942,73.0297095836633,1011037.00341199
73.027923591942,73.027923591942,1010902.15118463
73.027923591942,73.027923591942,1010769.39446259
73.0261493514949,73.027923591942,1010769.39446259
73.0243868623219,73.0261493514949,1010769.39446259
73.0226361244231,73.0243868623219,1010638.73324589
73.0208971377985,73.0226361244231,1010510.16753452
73.019169902448,73.0208971377985,1010383.69732847
73.019169902448,73.019169902448,1010259.32262776
72.5,73.019169902448,1010137.04343237
73.0157506855695,72.5,1010137.04343237
73.0140587040414,73.0157506855695,1010016.85974232
73.0123784737876,73.0140587040414,1009898.7715576
73.0107099948079,73.0123784737876,1009782.7788782
73.0090532671023,73.0107099948079,1009668.88170414
73.0090532671023,73.0090532671023,1009557.0800354
73.0090532671023,73.0090532671023,1009447.373872
73.0074082906709,73.0090532671023,1009447.373872
73.0057750655137,73.0074082906709,1009447.373872
73.0041535916306,73.0057750655137,1009339.76321393
73.0025438690217,73.0041535916306,1009234.24806118
73.0009458976869,73.0025438690217,1009130.82841377
73.0009458976869,73.0009458976869,1009029.50427169
73.0009458976869,73.0009458976869,1008930.27563493
72.9993596776264,73.0009458976869,1008930.27563493
72.9977852088399,72.9993596776264,1008930.27563493
72.9962224913276,72.9977852088399,1008833.14250351
72.9946715250895,72.9962224913276,1008738.10487741
72.9931323101255,72.9946715250895,1008645.16275665
72.9931323101255,72.9931323101255,1008554.31614122
72.9931323101255,72.9931323101255,1008465.56503111
72.9916048464357,72.9931323101255,1008465.56503111
72.9900891340201,72.9916048464357,1008465.56503111
72.9885851728786,72.9900891340201,1008378.90942634
72.9885851728786,72.9885851728786,1008294.34932689
72.9885851728786,72.9885851728786,1008211.88473278
72.9885851728786,72.9885851728786,1008211.88473278
72.9885851728786,72.9885851728786,1008211.88473278
72.9870929630112,72.9885851728786,1008211.88473278
72.985612504418,72.9870929630112,1008211.88473278
72.6,72.985612504418,1008131.515644
72.6,72.6,1008053.24206054
72.9826868410542,72.6,1007975.0
72.9826868410542,72.9826868410542,1007975.0
72.9826868410542,72.9826868410542,1007902.98140963
72.9812416362835,72.9826868410542,1007902.98140963
72.9798081827869,72.9812416362835,1007902.98140963
72.9783864805645,72.9798081827869,1007830.99434216
72.9769765296163,72.9783864805645,1007761.10278003
72.9755783299422,72.9769765296163,1007693.30672322
72.9755783299422,72.9755783299422,1007627.60617175
72.9755783299422,72.9755783299422,1007564.00112561
72.9741918815423,72.9755783299422,1007564.00112561
72.9728171844166,72.9741918815423,1007564.00112561
72.971454238565,72.9728171844166,1007502.49158479
72.9701030439875,72.971454238565,1007443.07754931
72.9687636006842,72.9701030439875,1007385.75901915
72.9687636006842,72.9687636006842,1007330.53599433
72.9687636006842,72.9687636006842,1007277.40847484
72.9674359086551,72.9687636006842,1007277.40847484
72.9661199679001,72.9674359086551,1007277.40847484
72.9648157784193,72.9661199679001,1007226.37646067
72.9648157784193,72.9648157784193,1007177.43995184
72.9648157784193,72.9648157784193,1007130.59894833
72.9648157784193,72.9648157784193,1007130.59894833
72.9648157784193,72.9648157784193,1007130.59894833
72.9635233402127,72.9648157784193,1007130.59894833
72.9622426532802,72.9635233402127,1007130.59894833
72.9609737176218,72.9622426532802,1007085.85345016
72.9597165332377,72.9609737176218,1007043.20345732
72.9584711001276,72.9597165332377,1007002.6489698
72.8,72.9584711001276,1006964.18998762
72.8,72.8,1006927.82651077
72.9560154877301,72.8,1006893.55853924
72.9548053084425,72.9560154877301,1006893.55853924
72.9536068804291,72.9548053084425,1006861.38607305
72.9524202036899,72.9536068804291,1006831.30911218
72.9512452782248,72.9524202036899,1006803.32765665
72.9512452782248,72.9512452782248,1006777.44170645
72.9512452782248,72.9512452782248,1006753.65126157
72.9500821040339,72.9512452782248,1006753.65126157
72.9489306811172,72.9500821040339,1006753.65126157
72.9477910094746,72.9489306811172,1006731.95632203
72.9466630891061,72.9477910094746,1006712.35688781
72.9455469200118,72.9466630891061,1006694.85295893
72.9455469200118,72.9455469200118,1006679.44453538
72.9455469200118,72.9455469200118,1006666.13161715
72.9444425021917,72.9455469200118,1006666.13161715
72.9433498356457,72.9444425021917,1006666.13161715
72.9422689203739,72.9433498356457,1006654.91420426
72.9411997563763,72.9422689203739,1006645.79229669
72.9401423436528,72.9411997563763,1006638.76589446
72.9401423436528,72.9401423436528,1006633.83499756
72.9401423436528,72.9401423436528,1006630.99960598
72.9390966822035,72.9401423436528,1006630.99960598
72.9380627720283,72.9390966822035,1006630.99960598
72.9370406131273,72.9380627720283,1006630.25971974
72.9360302055004,72.9370406131273,1006631.61533882
72.9350315491477,72.9360302055004,1006635.06646324
72.9350315491477,72.9350315491477,1006640.61309299
72.3,72.9350315491477,1006648.25522806
72.9330694902648,72.3,1006648.25522806
72.9321060877345,72.9330694902648,1006657.99286847
72.9311544364785,72.9321060877345,1006669.8260142
72.9302145364965,72.9311544364785,1006683.75466527
72.9292863877888,72.9302145364965,1006699.77882167
72.9292863877888,72.9292863877888,1006717.89848339
72.9292863877888,72.9292863877888,1006738.11365045
72.9283699903552,72.9292863877888,1006738.11365045
72.9274653441958,72.9283699903552,1006738.11365045
72.9265724493105,72.9274653441958,1006760.42432283
72.9256913056993,72.9265724493105,1006784.83050055
72.9248219133624,72.9256913056993,1006811.3321836
72.9248219133624,72.9248219133624,1006839.92937197
72.9248219133624,72.9248219133624,1006870.62206568
72.9239642722996,72.9248219133624,1006870.62206568
72.9231183825109,72.9239642722996,1006870.62206568
72.9222842439964,72.9231183825109,1006903.41026471
72.9214618567561,72.9222842439964,1006938.29396908
72.9206512207899,72.9214618567561,1006975.27317878
72.9206512207899,72.9206512207899,1007014.3478938
72.9206512207899,72.9206512207899,1007055.51811416
72.9198523360979,72.9206512207899,1007055.51811416
72.91906520268,72.9198523360979,1007055.51811416
72.9182898205363,72.91906520268,1007098.78383984
72.9175261896668,72.9182898205363,1007144.14507086
72.9167743100714,72.9175261896668,1007191.60180721
72.9167743100714,72.9167743100714,1007241.15404888
72.9167743100714,72.9167743100714,1007292.80179589
72.9160341817502,72.9167743100714,1007292.80179589
72.9153058047031,72.9160341817502,1007292.80179589
72.4,72.9153058047031,1007346.54504822
72.9138843044314,72.4,1007402.38380589
72.9131911812068,72.9138843044314,1007460.31806889
72.9131911812068,72.9131911812068,1007520.34783721
72.9131911812068,72.9131911812068,1007582.47311087
72.9131911812068,72.9131911812068,1007582.47311087
72.9125098092564,72.9131911812068,1007582.47311087
72.9118401885801,72.9125098092564,1007582.47311087
72.911182319178,72.9118401885801,1007646.69388985
72.911182319178,72.911182319178,1007713.01017417
72.911182319178,72.911182319178,1007781.42196382
72.911182319178,72.911182319178,1007781.42196382
72.911182319178,72.911182319178,1007781.42196382
72.91053620105,72.911182319178,1007781.42196382
72.9099018341962,72.91053620105,1007781.42196382
72.9092792186166,72.9099018341962,1007851.92925879
72.9086683543111,72.9092792186166,1007924.5320591
72.9086683543111,72.9086683543111,1007999.23036473
72.9086683543111,72.9086683543111,1008076.0241757
72.9080692412797,72.9086683543111,1008076.0241757
72.9074818795226,72.9080692412797,1008076.0241757
72.9069062690396,72.9074818795226,1008154.913492
72.9063424098307,72.9069062690396,1008235.89831362
72.905790301896,72.9063424098307,1008318.97864058
72.905790301896,72.905790301896,1008404.15447286
72.905790301896,72.905790301896,1008491.42581048
72.9052499452355,72.905790301896,1008491.42581048
72.904721339849,72.9052499452355,1008491.42581048
72.9042044857368,72.904721339849,1008580.79265343
72.9036993828988,72.9042044857368,1008672.2550017
72.8,72.9036993828988,1008765.81285531
72.8,72.8,1008861.46621424
72.8,72.8,1008959.21507851
72.9027244310451,72.8,1008959.21507851
72.9022545820295,72.9027244310451,1008959.21507851
72.9017964842881,72.9022545820295,1009059.05944811
72.9013501378208,72.9017964842881,1009160.99932303
72.9009155426276,72.9013501378208,1009265.03470329
72.9009155426276,72.9009155426276,1009371.16558887
72.9009155426276,72.9009155426276,1009479.39197979
72.9004926987087,72.9009155426276,1009479.39197979
72.9000816060639,72.9004926987087,1009479.39197979
72.8996822646932,72.9000816060639,1009589.71387604
72.8992946745967,72.8996822646932,1009702.13127761
72.8989188357744,72.8992946745967,1009816.64418452
72.8989188357744,72.8989188357744,1009933.25259675
72.8989188357744,72.8989188357744,1010051.95651432
72.8985547482262,72.8989188357744,1010051.95651432
72.8982024119522,72.8985547482262,1010051.95651432
72.8978618269524,72.8982024119522,1010172.75593721
72.8975329932266,72.8978618269524,1010295.65086544
72.8972159107751,72.8975329932266,1010420.641299
72.8972159107751,72.8972159107751,1010547.72723788
72.8972159107751,72.8972159107751,1010676.9086821
72.8969105795977,72.8972159107751,1010676.9086821
72.8966169996945,72.8969105795977,1010676.9086821
72.8966169996945,72.8966169996945,1010808.18563164
72.8963351710654,72.8966169996945,1010941.55808652
72.8960650937105,72.8963351710654,1010941.55808652
72.8960650937105,72.8960650937105,1011077.02604673
72.8960650937105,72.8960650937105,1011214.58951226
72.5,72.8960650937105,1011214.58951226
72.8955601928232,72.5,1011214.58951226
72.8953253692907,72.8955601928232,1011354.24848313
72.8951022970325,72.8953253692907,1011496.00295932
72.8948909760483,72.8951022970325,1011639.85294085
72.8948909760483,72.8948909760483,1011785.79842771
72.8948909760483,72.8948909760483,1011933.83941989
72.8946914063384,72.8948909760483,1011933.83941989
72.8945035879026,72.8946914063384,1011933.83941989
72.8943275207409,72.8945035879026,1012083.97591741
72.8941632048534,72.8943275207409,1012236.20792025
72.8940106402401,72.8941632048534,1012390.53542843
72.8940106402401,72.8940106402401,1012546.95844193
72.8940106402401,72.8940106402401,1012705.47696077
72.8938698269009,72.8940106402401,1012705.47696077
72.8937407648359,72.8938698269009,1012705.47696077
72.893623454045,72.8937407648359,1012866.09098494
72.8935178945283,72.893623454045,1013028.80051443
72.8934240862858,72.8935178945283,1013193.60554926
72.8934240862858,72.8934240862858,1013360.50608941
72.8934240862858,72.8934240862858,1013529.5021349
72.8933420293174,72.8934240862858,1013529.5021349
72.8933420293174,72.8933420293174,1013529.5021349
72.8932717236232,72.8933420293174,1013700.59368572
72.8932131692031,72.8932717236232,1013700.59368572
72.8931663660572,72.8932131692031,1013873.78074186
72.8931663660572,72.8931663660572,1014049.06330334
72.8931663660572,72.8931663660572,1014226.44137014
72.8931313141855,72.8931663660572,1014226.44137014
72.8931080135879,72.8931313141855,1014226.44137014
72.4,72.8931080135879,1014405.91494228
72.4,72.4,1014587.48401974
72.8930966662151,72.4,1014771.14860254
72.8930966662151,72.8930966662151,1014771.14860254
72.8930966662151,72.8930966662151,1014956.90869067
72.89310861944,72.8930966662151,1014956.90869067
72.8931323239391,72.89310861944,1014956.90869067
72.8931677797123,72.8931323239391,1015144.76428412
72.8932149867596,72.8931677797123,1015334.38626778
72.8932739450811,72.8932149867596,1015523.79995087
72.8932739450811,72.8932739450811,1015712.67621826
72.8932739450811,72.8932739450811,1015901.01506995
72.8933446546768,72.8932739450811,1015901.01506995
72.8934271155466,72.8933446546768,1015901.01506995
72.8935213276906,72.8934271155466,1016088.81650595
72.8936272911088,72.8935213276906,1016276.08052624
72.8937450058011,72.8936272911088,1016462.80713084
72.8937450058011,72.8937450058011,1016648.99631974
72.8937450058011,72.8937450058011,1016834.64809295
72.8938744717675,72.8937450058011,1016834.64809295
72.8940156890081,72.8938744717675,1016834.64809295
72.8941686575229,72.8940156890081,1017019.76245046
72.8943333773118,72.8941686575229,1017204.33939226
72.8945098483749,72.8943333773118,1017388.37891838
72.8945098483749,72.8945098483749,1017571.88102879
72.8945098483749,72.8945098483749,1017754.8457235
72.8946980707122,72.8945098483749,1017754.8457235
72.8948980443236,72.8946980707122,1017754.8457235
72.8951097692091,72.8948980443236,1017937.27300252
72.8953332453689,72.8951097692091,1018119.16286584
72.8955684728027,72.8953332453689,1018300.51531347
72.5,72.8955684728027,1018481.33034539
72.5,72.5,1018661.60796162
72.896074181493,72.5,1018841.34816215
72.8963446627493,72.896074181493,1018841.34816215
72.8966268952798,72.8963446627493,1019020.55094698
72.8969208790845,72.8966268952798,1019199.21631611
72.8972266141633,72.8969208790845,1019377.34426955
72.8972266141633,72.8972266141633,1019554.93480729
72.8972266141633,72.8972266141633,1019731.98792933
72.8975441005163,72.8972266141633,1019731.98792933
72.8978733381435,72.8975441005163,1019731.98792933
72.8982143270448,72.8978733381435,1019908.50363567
72.8985670672202,72.8982143270448,1020084.48192632
72.8989315586698,72.8985670672202,1020259.92280127
72.8989315586698,72.8989315586698,1020434.82626052
72.8989315586698,72.8989315586698,1020609.19230407
72.8993078013936,72.8989315586698,1020609.19230407
72.8996957953916,72.8993078013936,1020609.19230407
72.9000955406637,72.8996957953916,1020783.02093192
72.9005070372099,72.9000955406637,1020956.31214408
72.9009302850303,72.9005070372099,1021129.06594054
72.9009302850303,72.9009302850303,1021301.2823213
72.9009302850303,72.9009302850303,1021472.96128636
72.9013652841249,72.9009302850303,1021472.96128636
72.9018120344936,72.9013652841249,1021472.96128636
