Date,Private Domestic (Price Index),First hand sales quantity,First hand sales amount,Total completions,Total stock,Total take up,Total vacancy,Unemployment rate (seasonally adjusted) (%),CPI,HIBOR (1-month),M3 (HK$ million),HSI - close,HSI - volume
2003-01-12,64.2410566861122,2090.67815274277,6191571533.6389,32713.1032093052,1089275.34743639,19832.5482461796,74044.7179154607,7.28664316927839,73.69522267484,1.43973,3565481.16098457,9721.5,172862200.0
2003-01-13,64.1876614844903,2131.77130141388,6216565610.66946,32713.1032093052,1088687.86605775,19819.6413286403,74022.5539976601,7.28416539091258,73.6908866566264,1.42857,3566242.00918685,9834.080078,197967600.0
2003-01-14,64.1341873037826,2173.36778090868,6232287795.04201,32713.1032093052,1088102.48018444,19806.929343081,74000.3956463205,7.28168833379314,73.686562389687,1.43304,3567063.45988313,9796.30957,168152000.0
2003-01-15,64.080634143989,2215.46759122717,6238738086.75656,32713.1032093052,1087519.18981645,19794.4122895017,73978.2428614418,7.27921199792007,73.6822498740218,1.43304,3567945.51307341,9873.490234,215218800.0
2003-01-16,64.0270020051096,2258.07073236935,6235916485.81311,32713.1032093052,1086937.9949538,19782.0901679023,73956.0956430241,7.27673638329337,73.6779491096307,1.4308,3568888.16875769,9743.230469,189955000.0
2003-01-17,63.9732908871443,2297.29960538726,6221749157.82878,32713.1032093052,1086358.89559648,19769.962978283,73933.9539910674,7.27426148991305,73.6736600965138,1.42411,3569828.28495492,9614.589844,171659400.0
2003-01-18,63.9732908871443,2297.29960538726,6221749157.82878,32713.1032093052,1086358.89559648,19769.962978283,73933.9539910674,7.27426148991305,73.6736600965138,1.42411,3569828.28495492,9614.589844,171659400.0
2003-01-19,63.9732908871443,2297.29960538726,6221749157.82878,32713.1032093052,1086358.89559648,19769.962978283,73933.9539910674,7.27426148991305,73.6736600965138,1.42411,3569828.28495492,9614.589844,171659400.0
2003-01-20,63.9195007900932,2329.27661133296,6194162268.42071,32713.1032093052,1085781.89174448,19758.0307206436,73911.8179055717,7.2717873177791,73.669382834671,1.40625,3570702.71968408,9552.019531,176223000.0
2003-01-21,63.8656317139563,2354.00175020645,6153155817.5889,32713.1032093052,1085206.98339782,19746.2933949842,73889.6873865369,7.26931386689152,73.6651173241024,1.40625,3571511.47294517,9568.469727,142951600.0
2003-01-22,63.8116836587335,2371.47502200771,6098729805.33335,32713.1032093052,1084634.17055649,19734.7510013048,73867.5624339632,7.26684113725032,73.660863564808,1.39955,3572254.54473819,9560.290039,177654800.0
2003-01-23,63.7576566244249,2381.69642673676,6030884231.65406,32713.1032093052,1084063.45322048,19723.4035396054,73845.4430478504,7.26436912885549,73.6566215567877,1.39955,3572931.93506313,9584.700195,143682000.0
2003-01-24,63.7035506110304,2384.66596439359,5949619096.55102,32713.1032093052,1083494.83138981,19712.251009886,73823.3292281985,7.26189784170703,73.6523913000415,1.40179,3573543.64391999,9460.599609,220192000.0
2003-01-25,63.7035506110304,2384.66596439359,5949619096.55102,32713.1032093052,1083494.83138981,19712.251009886,73823.3292281985,7.26189784170703,73.6523913000415,1.40179,3573543.64391999,9460.599609,220192000.0
2003-01-26,63.7035506110304,2384.66596439359,5949619096.55102,32713.1032093052,1083494.83138981,19712.251009886,73823.3292281985,7.26189784170703,73.6523913000415,1.40179,3573543.64391999,9460.599609,220192000.0
2003-01-27,63.6493656185501,2380.38363497821,5854934400.02424,32713.1032093052,1082928.30506447,19701.2934121466,73801.2209750077,7.25942727580494,73.6481727945695,1.39063,3574089.67130879,9298.669922,192059400.0
2003-01-28,63.595101646984,2368.8494384906,5746830142.07372,32713.1032093052,1082363.87424445,19690.5307463871,73779.1182882778,7.25695743114923,73.6439660403717,1.39509,3574570.0172295,9325.599609,132839200.0
2003-01-29,63.540758696332,2350.06337493078,5625306322.69946,32713.1032093052,1081801.53892977,19679.9630126076,73757.0211680089,7.25448830773988,73.6397710374481,1.40402,3574984.68168215,9240.790039,179591200.0
2003-01-30,63.4863367665942,2324.02544429875,5490362941.90145,32713.1032093052,1081241.29912042,19669.5902108082,73734.929614201,7.25201990557692,73.6355877857985,1.43973,3575333.66466671,9258.950195,151874200.0
2003-01-31,63.6,2291.0,5342000000.0,32713.1032093052,1080683.15481639,19659.4123409887,73712.8436268541,7.4,73.9,1.56276628360959,3575617.0,9276.62287286844,148066431.122593
2003-02-01,63.6,2291.0,5342000000.0,32713.1032093052,1080683.15481639,19659.4123409887,73712.8436268541,7.4,73.9,1.56276628360959,3575617.0,9276.62287286844,148066431.122593
2003-02-02,63.6,2291.0,5342000000.0,32713.1032093052,1080683.15481639,19659.4123409887,73712.8436268541,7.4,73.9,1.56276628360959,3575617.0,9276.62287286844,148066431.122593
2003-02-03,63.6,2291.0,5342000000.0,32713.1032093052,1080683.15481639,19659.4123409887,73712.8436268541,7.4,73.9,1.56276628360959,3575617.0,9276.62287286844,148066431.122593
2003-02-04,63.3772559698611,2250.19398181803,5180217496.03421,32713.1032093052,1080127.1060177,19649.4294031492,73690.7632059681,7.24708526499009,73.627256536322,1.4375,3575834.58623163,9252.709961,157056000.0
2003-02-05,63.3225971028658,2202.40044996934,5005015430.96498,32713.1032093052,1079573.15272434,19639.6413972896,73668.6883515431,7.24461902656624,73.623108538495,1.41964,3575986.52481197,9180.469727,156418400.0
2003-02-06,63.2678592567846,2147.35505104844,4816393804.472,32713.1032093052,1079021.2949363,19630.0483234101,73646.6190635791,7.24215350938877,73.6189722919421,1.41741,3576072.78192425,9126.150391,191530600.0
2003-02-07,63.2130424316176,2085.05778505531,4614352616.55529,32713.1032093052,1078471.5326536,19620.6501815106,73624.5553420761,7.23968871345766,73.6148477966634,1.39955,3576093.35756844,9150.950195,153250800.0
2003-02-08,63.2130424316176,2085.05778505531,4614352616.55529,32713.1032093052,1078471.5326536,19620.6501815106,73624.5553420761,7.23968871345766,73.6148477966634,1.39955,3576093.35756844,9150.950195,153250800.0
2003-02-09,63.2130424316176,2085.05778505531,4614352616.55529,32713.1032093052,1078471.5326536,19620.6501815106,73624.5553420761,7.23968871345766,73.6148477966634,1.39955,3576093.35756844,9150.950195,153250800.0
2003-02-10,63.1581466273648,2015.50865198998,4398891867.21483,32713.1032093052,1077923.86587623,19611.446971591,73602.497187034,7.23722463877293,73.6107350526589,1.39286,3576048.25174457,9232.139648,145628000.0
2003-02-11,63.1031718440261,1938.70765185242,4170011556.45063,32666.4694075499,1077378.29460419,19602.4386936514,73580.4445984529,7.23476128533457,73.6066340599285,1.39063,3575937.46445262,9194.910156,201740000.0
2003-02-12,63.0481180816016,1854.65478464265,3927711684.26268,32620.0013617994,1076834.81883747,19593.6253476918,73558.3975763328,7.23229865314258,73.6025448184722,1.38616,3575760.99569259,9314.900391,173360400.0
2003-02-13,62.9929853400912,1763.35005036066,3671992250.651,32573.6990720537,1076293.43857609,19585.0069337122,73536.3561206736,7.22983674219696,73.5984673282901,1.37723,3575518.84546449,9173.429688,182251200.0
2003-02-14,62.937773619495,1664.79344900646,3402853255.61557,32527.5625383126,1075754.15382004,19576.5834517126,73514.3202314755,7.22737555249772,73.5944015893822,1.37723,3575211.01376832,9201.759766,127095400.0
2003-02-15,62.937773619495,1664.79344900646,3402853255.61557,32527.5625383126,1075754.15382004,19576.5834517126,73514.3202314755,7.22737555249772,73.5944015893822,1.37723,3575211.01376832,9201.759766,127095400.0
2003-02-16,62.937773619495,1664.79344900646,3402853255.61557,32527.5625383126,1075754.15382004,19576.5834517126,73514.3202314755,7.22737555249772,73.5944015893822,1.37723,3575211.01376832,9201.759766,127095400.0
2003-02-17,62.882482919813,1560.88490284689,3125911354.48485,32481.5917605763,1075216.96456931,19568.354901693,73492.2899087383,7.22491508404485,73.5903476017484,1.3817,3574838.67436007,9383.679688,193064000.0
2003-02-18,62.8271132410451,1463.0239454831,2874866479.22956,32435.7867388447,1074681.87082392,19560.3212836533,73470.2651524621,7.22245533683835,73.5863053653888,1.375,3574408.86977579,9397.049805,123444800.0
2003-02-19,62.7716645831914,1373.11049918193,2655335285.17814,32390.1474731177,1074148.87258385,19552.4825975937,73448.2459626468,7.21999631087823,73.5822748803034,1.37723,3573922.77377147,9427.629883,171202200.0
2003-02-20,62.7161369462519,1291.1445639434,2467317772.33061,32344.6739633955,1073617.96984912,19544.838843514,73426.2323392925,7.21753800616448,73.5782561464921,1.38393,3573380.38634711,9390.480469,157138600.0
2003-02-21,62.6605303302265,1217.1261397675,2310813940.68695,32299.3662096781,1073089.16261972,19537.3900214143,73404.2242823993,7.2150804226971,73.5742491639549,1.38616,3572781.70750272,9250.860352,175479200.0
2003-02-22,62.6605303302265,1217.1261397675,2310813940.68695,32299.3662096781,1073089.16261972,19537.3900214143,73404.2242823993,7.2150804226971,73.5742491639549,1.38616,3572781.70750272,9250.860352,175479200.0
2003-02-23,62.6605303302265,1217.1261397675,2310813940.68695,32299.3662096781,1073089.16261972,19537.3900214143,73404.2242823993,7.2150804226971,73.5742491639549,1.38616,3572781.70750272,9250.860352,175479200.0
2003-02-24,62.6048447351153,1151.05522665423,2185823790.24717,32254.2242119653,1072562.45089564,19530.1361312946,73382.2217919669,7.21262356047609,73.570253932692,1.38839,3572126.73723829,9239.469727,119645600.0
2003-02-25,62.5490801609182,1092.93182460358,2092347321.01126,32209.2479702573,1072037.8346769,19523.0771731549,73360.2248679956,7.21016741950146,73.5662704527031,1.39063,3571415.47555383,9148.480469,188640600.0
2003-02-26,62.4932366076353,1042.75593361557,2030384532.97924,32164.437484554,1071515.31396349,19516.2131469951,73338.2335104853,7.2077119997732,73.5622987239885,1.41518,3570647.92244933,9116.280273,129927000.0
2003-02-27,62.4373140752665,1000.52755369019,1999935426.15109,32119.7927548554,1070994.8887554,19509.5440528154,73316.2477194359,7.20525730129131,73.558338746548,1.42188,3569824.0779248,9134.240234,189162400.0
2003-02-28,63.4,966.0,2001000000.0,32075.3137811615,1070476.55905265,19503.0698906156,73294.2674948475,7.6,73.8,1.41741,3568944.0,9122.660156,149296400.0
2003-03-01,63.4,966.0,2001000000.0,32075.3137811615,1070476.55905265,19503.0698906156,73294.2674948475,7.6,73.8,1.41741,3568944.0,9122.660156,149296400.0
2003-03-02,63.4,966.0,2001000000.0,32075.3137811615,1070476.55905265,19503.0698906156,73294.2674948475,7.6,73.8,1.41741,3568944.0,9122.660156,149296400.0
2003-03-03,62.3252320732716,939.913327027313,2033578256.10644,32031.0005634724,1069960.32485523,19496.7906603959,73272.29283672,7.20035006806665,73.5504540454894,1.39286,3568007.51461562,9268.769531,213816000.0
2003-03-04,62.2690726036453,921.52748028982,2097670192.88992,31986.8531017879,1069446.18616313,19490.7063621561,73250.3237450536,7.19789753332388,73.5465293218714,1.38393,3567014.79583098,9181.889648,123162000.0
2003-03-05,62.2128341549332,911.089144614956,2193275810.87729,31942.8713961082,1068934.14297637,19484.8169958963,73228.3602198481,7.19544571982748,73.5426163495275,1.37946,3565965.7856263,9109.179688,177331800.0
2003-03-06,62.1565167271353,908.598320002723,2320395110.06853,31899.0554464332,1068424.19529494,19479.1225616165,73206.4022611036,7.19299462757745,73.5387151284578,1.37946,3564860.48400159,8962.259766,196951400.0
2003-03-07,62.1001203202515,914.05500645312,2479028090.46365,31855.4052527629,1067916.34311883,19473.6230593166,73184.44986882,7.1905442565738,73.5348256586623,1.37946,3563698.89095684,8907.099609,177031200.0
2003-03-08,62.1001203202515,914.05500645312,2479028090.46365,31855.4052527629,1067916.34311883,19473.6230593166,73184.44986882,7.1905442565738,73.5348256586623,1.37946,3563698.89095684,8907.099609,177031200.0
2003-03-09,62.1001203202515,914.05500645312,2479028090.46365,31855.4052527629,1067916.34311883,19473.6230593166,73184.44986882,7.1905442565738,73.5348256586623,1.37946,3563698.89095684,8907.099609,177031200.0
2003-03-10,62.0436449342819,927.459203966147,2669174752.06265,31811.9208150974,1067410.58644806,19468.3184889968,73162.5030429975,7.18809460681652,73.5309479401409,1.35045,3562481.00649206,8861.870117,205221000.0
2003-03-11,61.9870905692265,948.810912541803,2890835094.86553,31768.6021334365,1066906.92528262,19463.2088506569,73140.5617836359,7.18564567830561,73.5270819728936,1.30804,3561206.83060724,8859.929688,216936600.0
2003-03-12,61.9304572250852,978.11013218009,3144009118.87229,31725.4492077804,1066405.3596225,19458.2941442971,73118.6260907353,7.18319747104108,73.5232277569205,1.30804,3559876.36330238,8874.990234,186314600.0
2003-03-13,61.8737449018581,1015.35686288101,3428696824.08292,31682.462038129,1065905.88946772,19453.5743699172,73096.6959642957,7.18074998502292,73.5193852922216,1.31473,3558489.60457749,8787.450195,202531200.0
2003-03-14,61.8169535995451,1060.55110464455,3744898210.49743,31639.6406244823,1065408.51481827,19449.0495275173,73074.771404317,7.17830322025113,73.5155545787968,1.33036,3557046.55443257,8956.169922,194059400.0
2003-03-15,61.8169535995451,1060.55110464455,3744898210.49743,31639.6406244823,1065408.51481827,19449.0495275173,73074.771404317,7.17830322025113,73.5155545787968,1.33036,3557046.55443257,8956.169922,194059400.0
2003-03-16,61.8169535995451,1060.55110464455,3744898210.49743,31639.6406244823,1065408.51481827,19449.0495275173,73074.771404317,7.17830322025113,73.5155545787968,1.33036,3557046.55443257,8956.169922,194059400.0
2003-03-17,61.7600833181463,1112.72405775285,4086071290.76679,31596.9849668403,1064913.23567414,19444.7196170974,73052.8524107993,7.17585717672571,73.5117356166462,1.32366,3555572.3904251,8804.160156,143293200.0
2003-03-18,61.7031340576617,1166.06292389865,4412964140.79678,31554.4950652031,1064420.05203535,19440.5846386574,73030.9389837426,7.17341185444667,73.5079284057698,1.3192,3554218.17790008,9041.509766,226360000.0
2003-03-19,61.6461058180912,1219.59890336407,4719034773.23837,31512.1709195705,1063928.96390189,19436.6445921975,73009.0311231469,7.170967253414,73.5041329461675,1.33036,3553009.09441501,9158.589844,358875000.0
2003-03-20,61.5889985994349,1273.33199614912,5004283188.09156,31470.0125299427,1063439.97127375,19432.8994777176,72987.1288290121,7.1685233736277,73.5003492378394,1.375,3551945.13996989,9194.55957,310922800.0
2003-03-21,61.5318124016927,1327.26220225379,5268709385.35635,31428.0198963196,1062953.07415095,19429.3492952176,72965.2321013384,7.16608021508777,73.4965772807854,1.3683,3551026.31456472,9179.19043,239063000.0
2003-03-22,61.5318124016927,1327.26220225379,5268709385.35635,31428.0198963196,1062953.07415095,19429.3492952176,72965.2321013384,7.16608021508777,73.4965772807854,1.3683,3551026.31456472,9179.19043,239063000.0
2003-03-23,61.5318124016927,1327.26220225379,5268709385.35635,31428.0198963196,1062953.07415095,19429.3492952176,72965.2321013384,7.16608021508777,73.4965772807854,1.3683,3551026.31456472,9179.19043,239063000.0
2003-03-24,61.4745472248647,1381.38952167808,5512313365.03275,31386.1930187012,1062468.27253348,19425.9940446976,72943.3409401256,7.16363777779422,73.4928170750056,1.37277,3550252.61819949,9108.450195,248268800.0
2003-03-25,61.4172030689509,1435.71395442199,5735095127.12075,31344.5318970876,1061985.56642133,19422.8337261576,72921.4553453737,7.16119606174704,73.4890686204999,1.37054,3549624.0508742,9062.150391,165816200.0
2003-03-26,61.3597799339512,1490.23550048553,5937054671.62034,31303.0365314786,1061504.95581452,19419.8683395976,72899.5753170829,7.15875506694623,73.4853319172684,1.37054,3549140.61258887,9047.089844,144579000.0
2003-03-27,61.3022778198658,1544.95415986869,6118191998.53154,31261.7069218744,1061026.44071304,19417.0978850176,72877.700855253,7.15631479339179,73.481606965311,1.375,3548802.30334348,8872.320313,249802600.0
2003-03-28,61.2446967266944,1599.86993257147,6278507107.85434,31220.5430682749,1060550.02111688,19414.5223624175,72855.8319598841,7.15387524108373,73.4778937646279,1.375,3548609.12313803,8863.360352,205900800.0
2003-03-29,61.2446967266944,1599.86993257147,6278507107.85434,31220.5430682749,1060550.02111688,19414.5223624175,72855.8319598841,7.15387524108373,73.4778937646279,1.375,3548609.12313803,8863.360352,205900800.0
2003-03-30,61.2446967266944,1599.86993257147,6278507107.85434,31220.5430682749,1060550.02111688,19414.5223624175,72855.8319598841,7.15387524108373,73.4778937646279,1.375,3548609.12313803,8863.360352,205900800.0
2003-03-31,61.2,1655.0,6418000000.0,31179.5449706801,1060075.69702606,19412.1417717975,72833.9686309762,7.5,73.9,1.375,3548561.0,8634.450195,324820000.0
2003-04-01,61.1297511691623,1710.2928179359,6536670673.73475,31138.7126290901,1059603.46844057,19409.9561131574,72812.1108685292,7.14899830020672,73.470502617084,1.36607,3548658.14984699,8596.889648,312633200.0
2003-04-02,61.0732938369378,1765.79993059756,6634519130.29235,31098.0460435047,1059133.3353604,19407.9653864973,72790.2586725432,7.14656091163778,73.4668246702233,1.375,3548900.35676138,8706.19043,256060000.0
2003-04-03,61.0176646577638,1821.50415657883,6711545369.26155,31057.5452139241,1058665.29778557,19406.1695918172,72768.4120430183,7.14412424431521,73.4631584746367,1.39286,3549287.69271572,8648.160156,222034400.0
2003-04-04,60.9628636316401,1877.40549587973,6767749390.64235,31017.2101403482,1058199.35571607,19404.5687291171,72746.5709799542,7.14168829823901,73.4595040303243,1.38393,3549820.15771001,8822.450195,235744400.0
2003-04-05,60.9628636316401,1877.40549587973,6767749390.64235,31017.2101403482,1058199.35571607,19404.5687291171,72746.5709799542,7.14168829823901,73.4595040303243,1.38393,3549820.15771001,8822.450195,235744400.0
2003-04-06,60.9628636316401,1877.40549587973,6767749390.64235,31017.2101403482,1058199.35571607,19404.5687291171,72746.5709799542,7.14168829823901,73.4595040303243,1.38393,3549820.15771001,8822.450195,235744400.0
2003-04-07,60.9088907585669,1933.50394850025,6803131194.43476,30977.040822777,1057735.50915189,19403.162798397,72724.7354833512,7.13925307340918,73.4558613372861,1.38393,3550497.75174425,8962.209961,221557200.0
2003-04-08,60.855746038544,1989.79951444039,6817690780.63877,30937.0372612105,1057273.75809305,19401.9517996569,72702.9055532091,7.13681856982573,73.452230395522,1.38839,3551320.47481843,8806.660156,205961200.0
2003-04-09,60.8034294715716,2046.29219370016,6811428149.25438,30897.1994556487,1056814.10253954,19400.9357328967,72681.081189528,7.13438478748864,73.4486112050321,1.38839,3552288.32693256,8636.849609,275309600.0
2003-04-10,60.7519410576496,2102.98198627954,6784343300.28159,30857.5274060917,1056356.54249135,19400.1145981166,72659.2623923079,7.13195172639793,73.4450037658163,1.40848,3553401.30808664,8625.719727,240883200.0
2003-04-11,60.701280796778,2159.86889217856,6736436233.7204,30818.0211125394,1055901.0779485,19399.4883953164,72637.4491615488,7.1295193865536,73.4414080778747,1.4308,3554659.41828066,8645.650391,254681400.0
2003-04-12,60.701280796778,2159.86889217856,6736436233.7204,30818.0211125394,1055901.0779485,19399.4883953164,72637.4491615488,7.1295193865536,73.4414080778747,1.4308,3554659.41828066,8645.650391,254681400.0
2003-04-13,60.701280796778,2159.86889217856,6736436233.7204,30818.0211125394,1055901.0779485,19399.4883953164,72637.4491615488,7.1295193865536,73.4414080778747,1.4308,3554659.41828066,8645.650391,254681400.0
2003-04-14,60.6514486889568,2216.95291139719,6667706949.57081,30778.6805749918,1055447.70891098,19399.0571244962,72615.6414972506,7.12708776795563,73.4378241412072,1.4375,3556062.65751463,8533.549805,190938000.0
2003-04-15,60.6024447341861,2270.55590045145,6586903526.42719,30739.5057934489,1054996.43537878,19398.820785656,72593.8393994134,7.12465687060404,73.4342519558139,1.4375,3557563.65459848,8632.099609,166040200.0
2003-04-16,60.5542689324657,2316.99971585733,6502774042.8839,30700.4967679108,1054547.25735192,19398.7793787958,72572.0428680372,7.12222669449883,73.4306915216948,1.44866,3559115.03834213,8675.139648,171986800.0
2003-04-17,60.5069212837957,2356.28435761484,6415318498.94095,30661.6534983773,1054100.17483039,19398.9329039156,72550.2519031219,7.11979723963998,73.4271428388498,1.45089,3560716.80874559,8579.139648,188226400.0
2003-04-18,60.5069212837957,2356.28435761484,6415318498.94095,30661.6534983773,1054100.17483039,19398.9329039156,72550.2519031219,7.11979723963998,73.4271428388498,1.45089,3560716.80874559,8579.139648,188226400.0
2003-04-19,60.5069212837957,2356.28435761484,6415318498.94095,30661.6534983773,1054100.17483039,19398.9329039156,72550.2519031219,7.11979723963998,73.4271428388498,1.45089,3560716.80874559,8579.139648,188226400.0
2003-04-20,60.5069212837957,2356.28435761484,6415318498.94095,30661.6534983773,1054100.17483039,19398.9329039156,72550.2519031219,7.11979723963998,73.4271428388498,1.45089,3560716.80874559,8579.139648,188226400.0
2003-04-21,60.5069212837957,2356.28435761484,6415318498.94095,30661.6534983773,1054100.17483039,19398.9329039156,72550.2519031219,7.11979723963998,73.4271428388498,1.45089,3560716.80874559,8579.139648,188226400.0
2003-04-22,60.4604017881762,2388.40982572398,6324536894.59833,30622.9759848486,1053655.18781418,19399.2813610153,72528.4665046677,7.11736850602751,73.423605907279,1.56027,3562368.96580885,8571.910156,193229000.0
2003-04-23,60.4147104456071,2413.37612018474,6230429229.85605,30584.4642273246,1053212.29630331,19399.824750095,72506.6866726744,7.11494049366141,73.4200807269823,1.65179,3564071.50953192,8519.599609,320239200.0
2003-04-24,60.3698472560884,2431.18324099713,6132995504.7141,30546.1182258053,1052771.50029777,19400.5630711548,72484.9124071421,7.11251320254168,73.4165672979598,1.6183,3565824.4399148,8442.110352,332787600.0
2003-04-25,60.3258122196201,2441.83118816114,6032235719.17249,30507.9379802907,1052332.79979755,19401.4963241945,72463.1437080707,7.11008663266832,73.4130656202115,1.66518,3567627.75695748,8409.009766,290400400.0
2003-04-26,60.3258122196201,2441.83118816114,6032235719.17249,30507.9379802907,1052332.79979755,19401.4963241945,72463.1437080707,7.11008663266832,73.4130656202115,1.66518,3567627.75695748,8409.009766,290400400.0
2003-04-27,60.3258122196201,2441.83118816114,6032235719.17249,30507.9379802907,1052332.79979755,19401.4963241945,72463.1437080707,7.11008663266832,73.4130656202115,1.66518,3567627.75695748,8409.009766,290400400.0
2003-04-28,60.2826053362022,2445.31996167677,5928149873.23121,30469.9234907809,1051896.19480267,19402.6245092142,72441.3805754604,7.10766078404134,73.4095756937373,1.66518,3569481.46065998,8435.040039,237547000.0
2003-04-29,60.2402266058348,2441.64956154404,5820737966.89027,30432.0747572757,1051461.68531312,19403.9476262139,72419.623009311,7.10523565666073,73.4060975185373,1.5692,3571385.55102227,8744.219727,366840800.0
2003-04-30,60.5,2431.0,5710000000.0,30394.3917797753,1051029.27132889,19405.4656751935,72397.8710096226,7.8,73.9,1.56027,3573340.0,8717.219727,329441000.0
2003-05-01,60.5,2431.0,5710000000.0,30394.3917797753,1051029.27132889,19405.4656751935,72397.8710096226,7.8,73.9,1.56027,3573340.0,8717.219727,329441000.0
2003-05-02,60.157953604251,2412.83124033344,5595935973.00939,30356.8745582796,1050598.95285,19407.1786561532,72376.1245763951,7.10038756563863,73.3991764219597,1.47321,3575344.89172629,8808.179688,270803800.0
2003-05-03,60.157953604251,2412.83124033344,5595935973.00939,30356.8745582796,1050598.95285,19407.1786561532,72376.1245763951,7.10038756563863,73.3991764219597,1.47321,3575344.89172629,8808.179688,270803800.0
2003-05-04,60.157953604251,2412.83124033344,5595935973.00939,30356.8745582796,1050598.95285,19407.1786561532,72376.1245763951,7.10038756563863,73.3991764219597,1.47321,3575344.89172629,8808.179688,270803800.0
2003-05-05,60.1180593330348,2387.68331925558,5478545885.46945,30319.5230927886,1050170.72987643,19409.0865690928,72354.3837096286,7.09796460199714,73.3957335005822,1.4375,3577400.142068,8916.490234,203148800.0
2003-05-06,60.078993214869,2355.37622452934,5357829737.52985,30282.3373833024,1049744.6024082,19411.1894140125,72332.6484093232,7.09554235960202,73.3923023304788,1.4375,3579505.77906952,8889.219727,219887800.0
2003-05-07,60.0407552497536,2315.90995615474,5233787529.19058,30245.3174298208,1049320.5704453,19413.4871909121,72310.9186754786,7.09312083845327,73.3888829116495,1.40625,3581661.80273085,8901.049805,217970400.0
2003-05-08,60.0407552497536,2315.90995615474,5233787529.19058,30245.3174298208,1049320.5704453,19413.4871909121,72310.9186754786,7.09312083845327,73.3888829116495,1.40625,3581661.80273085,8901.049805,217970400.0
2003-05-09,60.0033454376886,2269.28451413175,5106419260.45164,30208.463232344,1048898.63398772,19415.9798997917,72289.1945080951,7.0907000385509,73.3854752440944,1.40179,3583868.21305199,9084.160156,339098800.0
2003-05-10,60.0033454376886,2269.28451413175,5106419260.45164,30208.463232344,1048898.63398772,19415.9798997917,72289.1945080951,7.0907000385509,73.3854752440944,1.40179,3583868.21305199,9084.160156,339098800.0
2003-05-11,60.0033454376886,2269.28451413175,5106419260.45164,30208.463232344,1048898.63398772,19415.9798997917,72289.1945080951,7.0907000385509,73.3854752440944,1.40179,3583868.21305199,9084.160156,339098800.0
2003-05-12,59.966763778674,2215.49989846039,4975724931.31304,30171.7747908719,1048478.79303548,19418.6675406513,72267.4759071725,7.0882799598949,73.3820793278135,1.38616,3586125.01003293,9155.570313,286413600.0
2003-05-13,59.9310102727099,2154.55610914066,4841704541.77478,30135.2521054045,1048061.04758857,19421.5501134908,72245.762872711,7.08586060248527,73.3786951628067,1.375,3588432.19367368,9119.040039,202533600.0
2003-05-14,59.8960849197961,2086.45314617255,4704358091.83684,30098.8951759419,1047645.39764698,19424.6276183104,72224.0554047104,7.08344196632201,73.3753227490741,1.40625,3590789.76397423,9103.69043,234801200.0
2003-05-15,59.8619877199327,2011.19100955607,4563685581.49925,30062.7040024839,1047231.84321073,19427.9000551099,72202.3535031707,7.08102405140513,73.3719620866157,1.38616,3593197.72093459,9126.070313,214710200.0
